Name,Label
ඒ.එච්.එම්.එච්. අබයරත්න,POLN
ඒ.එම්.එම්.එම්. රත්වත්තේ,POLN
අබූබුකර් ආතම්බාව,POLN
අජන්තා ගම්මැද්දගේ,POLN
අජිත් අගලකඩ,POLN
අජිත් ගිහාන්,POLN
අජිත් පී. පෙරේරා,POLN
අම්බිකා සාමිවෙල්,POLN
අමිල ප්‍රසාද්,POLN
අමිර්තනාදන් අඩෛක්කලනාදන්,POLN
ආනන්ද වී.එම්.ජේපාල,POLN
අනිල් ජයන්ත,POLN
ඇන්ටන් ජයකොඩි,POLN
අනුර කරුණාතිලක,POLN
අනුරාධ ජයරත්න,POLN
අනුෂ්කා තිලකරත්න,POLN
අරවින්ද සෙනරත්,POLN
අර්ජුන සුජීව සේනසිංහ,POLN
අක්කම් ඉල්‍යාස්,POLN
අරුන් හේමචන්ද්‍ර,POLN
අරුණ පනාගොඩ,POLN
අශෝක ගුණසේන,POLN
අසිත නිරෝෂණ එගොඩ විතාන,POLN
අශෝක සපුමල් රන්වල,POLN
අතුල වෙළන්දගොඩ,POLN
බී ආරියවංශ,POLN
භාග්‍ය ​​ශ්‍රී හේරත්,POLN
බිමල් රත්නායක,POLN
සී.එච්.කේ. ගලප්පත්ති,POLN
චාමර සම්පත් දසනායක,POLN
චමින්ද ලලිත් කුමාර,POLN
චමින්ද ඊම්ජෙසිරි,POLN
චමින්ද්‍රනී කිරිඇල්ල,POLN
චම්පික හෙට්ටිආරච්චි,POLN
චානක මාදුගොඩ,POLN
චන්දන සූරියආරච්චි,POLN
චන්දන තෙන්නකෝන්,POLN
චන්දිම හෙට්ටිආරච්චි,POLN
චතුරංග අබේසිංහ,POLN
චිත්‍රාල් ප්‍රනාන්දු,POLN
ක්‍රිෂාන්ත අබේසේන,POLN
ඩී වී චානක,POLN
දම්මික පටබැඳි,POLN
ධනුෂ්ක රංගනාත්,POLN
ධර්මප්‍රිය විජේසිංහ,POLN
දයාසිරි ජයසේකර,POLN
දීප්ති වාසලගේ,POLN
දේවානන්ද සුරවීර,POLN
ධර්මප්‍රිය දිසානායක,POLN
දිලිප් වෙදආරච්චි,POLN
දිලිත් ජයවීර,POLN
දිනේෂ් හේමන්ත,POLN
දිනිඳු සමන් හෙන්නායක,POLN
ඊ.ශ්‍රීනාත්,POLN
ඊ.එම් බස්නායක,POLN
එරංග ගුණසේකර,POLN
එරංග වීරරත්න,POLN
ෆයිසර් මුස්තාපා,POLN
ෆස්මින් ෂරීෆ්,POLN
ජී.ජී. පොන්නම්බලම්,POLN
ගමගෙදර දිසානායක,POLN
ගයාන් ජානක,POLN
ගයන්ත කරුණාතිලක,POLN
ගීතා හේරත්,POLN
ඥානමුත්තු ශ්‍රීනේෂන්,POLN
හංසක විජේමුණි,POLN
හරිනි අමරසූරිය,POLN
හර්ෂ ද සිල්වා,POLN
හර්ෂණ නානායක්කාර,POLN
හර්ෂණ රාජකරුණා,POLN
හර්ෂණ සූරියප්පෙරුම,POLN
හසර ලියනගේ,POLN
හෙක්ටර් අප්පුහාමි,POLN
හේමාලි වීරසේකර,POLN
හේෂා විතානගේ අංකුඹුර ආරච්චි,POLN
හිනිදුම සුනිල් සෙනෙවි,POLN
හිරුණි විජේසිංහ,POLN
අයි.ඩබ්ලිව්.එම්.ජේ. වික්‍රමරත්න,POLN
ඉම්රාන් මහරුෆ්,POLN
ඉස්මයිල් මුත්තු මොහොමඩ්,POLN
අලවතුවල ජේ.සී,POLN
ජගත් ගුණවර්ධන,POLN
ජගත් මනුවර්ණ,POLN
ජගත් විතාන,POLN
ජානක සේනාරත්න,POLN
ජනිත රුවන් කොඩිතුවක්කු,POLN
ජීවන් තොණ්ඩමන්,POLN
කේ ඉලංකුමාරන්,POLN
කේ කාදර් මස්තාන්,POLN
කේ.ඩී. ලාල් කාන්ත,POLN
කේ.වී. සමන්ත විද්‍යාරත්න,POLN
කබීර් හෂීම්,POLN
කාංචනා වැලිපිටිය,POLN
කාන්තසාමි ප්‍රබු,POLN
කතිරවේලු ෂන්මුගම් කුගතාසන්,POLN
කෞෂල්‍යා ආරියරත්න,POLN
කවීන්තිරන් කෝඩීස්වරන්,POLN
කාවින්ද හේෂාන් ජයවර්ධන,POLN
කින්ස් නෙල්සන්,POLN
කිට්නන් සෙල්වරාජ්,POLN
ක්‍රිෂ්ණන් කලෙයිචෙල්වි,POLN
කුමාර ජයකොඩි,POLN
එල්.එම්. අබේවික්‍රම,POLN
ලක්මාලි හේමචන්ද්‍ර,POLN
ලක්ෂ්මන් නිපුන ආරච්චි,POLN
ලාල් ප්‍රේමනාත්,POLN
ලසිත් භාෂණ ගමගේ,POLN
ප්‍රගීත් මධුරංග,POLN
එම් නිසාම් කාරියප්පර්,POLN
එම්.ඒ.සී.එස්. චතුරි ගංගානි,POLN
එම්.ඒ.එම්. තාහීර්,POLN
එම්.කේ.එම්. අස්ලාම්,POLN
එම්.එල්.ඒ.එම්. හිස්බුල්ලා,POLN
මෙනෙවිය. උතුමාලෙබ්බේ,POLN
මධුර සෙනෙවිරත්න,POLN
අරුණ ජයසේකර,POLN
ජී.ඩී.සූරියබණ්ඩාර,POLN
මංජුල සුගත් රත්නායක,POLN
මංජුල සුරවීර ආරච්චි,POLN
මනෝ ගනේෂන්,POLN
මනෝජ් රාජපක්ෂ,POLN
මයිල්වාගනම් ජෙගතීස්වරන්,POLN
මුහම්මද් ෆයිසාල්,POLN
මුජිබර් රහ්මාන්,POLN
මුනීර් මුලෆර්,POLN
නජිත් ඉන්දික,POLN
නලින් බණ්ඩාර ජයමහ,POLN
නලින් හේවගේ,POLN
නලින්ද ජයතිස්ස,POLN
නාමල් කරුණාරත්න,POLN
නාමල් රාජපක්ෂ,POLN
නාමල් සුදර්ශන,POLN
නන්ද බණ්ඩාර,POLN
නන්දන මිල්ලගල,POLN
නන්දන පත්මකුමාර,POLN
නයනා වාසලතිලක,POLN
නිහාල් අබේසිංහ,POLN
නිහාල් ගලප්පත්ති,POLN
නිලන්ති කොට්ටහච්චි,POLN
නිලූෂා ලක්මාලි ගමගේ,POLN
නිමල් පලිහේන,POLN
නිශාන්ත පෙරේරා,POLN
නිශාන්ත සමරවීර,POLN
ඔෂානි උමංගා,POLN
පී රුවන් සෙනරත්,POLN
පද්මසිරි බණ්ඩාර,POLN
පලනි තිගාම්බරම්,POLN
පද්මනාදන් සත්‍යලිංගම්,POLN
ප්‍රසන්න ගුණසේන,POLN
ප්‍රියන්ත විජේරත්න,POLN
ආර්.එම්. රංජිත් මද්දුම බණ්ඩාර,POLN
ආර්.ජී. විජේරත්න,POLN
ආර්.එම්. ගාමිණී රත්නායක,POLN
ආර්.එම්. ජයවර්ධන,POLN
ආර්.එම්. සමන්ත රණසිංහ,POLN
රජීවන් ජෙයචන්ද්‍රමූර්ති,POLN
රාමලිංගම් චන්ද්‍රසේකර්,POLN
රාමනාදන් අර්චූන,POLN
රත්න ගමගේ,POLN
රවුෆ් හකීම්,POLN
රවී කරුණානායක,POLN
රවීන්ද්‍ර බණ්ඩාර,POLN
රිෂාඩ් බදියුදීන්,POLN
රියාස් ෆාරුක්,POLN
රිස්වි සාලිහ්,POLN
රෝහණ බණ්ඩාර,POLN
රෝහිණී කුමාරි විජේරත්න,POLN
රෝහිත අබේගුණවර්ධන,POLN
රොෂාන් අක්මීමන,POLN
රුවන් මාපලගම,POLN
රුවන් රණසිංහ,POLN
රුවන් විජේවීර,POLN
රුවන්තිලක ජයකොඩි,POLN
එස් නානායක්කාර,POLN
එස් ශ්‍රී බවානන්දරාජා,POLN
එස්.තිලගනාදන්,POLN
එස්.එම්. මරික්කාර්,POLN
එස්.පී.එස්.එම්. ජයසිංහ,POLN
සාගරිකා අතාවුද,POLN
සජිත් ප්‍රේමදාස,POLN
සමන්මලී ගුණසිංහ,POLN
සඳරුවන් මදාරසිංහ,POLN
සංජීව රණසිංහ,POLN
සරත් කුමාර,POLN
සරෝජා සාවිත්‍රි පෝල්රාජ්,POLN
ශානකියන් රාජපුතීරන් රසමානික්කම්,POLN
ශාන්ත පත්ම කුමාර සුබසිංහ,POLN
සිවඥානම් ශ්‍රීදරන්,POLN
ස්ටෙප්නි ප්‍රනාන්දු,POLN
සුදත් බලගල්ල,POLN
සුගත් තිලකරත්න,POLN
සුගත් වසන්ත ද සිල්වා,POLN
සුජීව දිසානායක,POLN
සුජිත් සංජය පෙරේරා,POLN
සුන්දරලිංගම් ප්‍රදීප්,POLN
සුනිල් බියන්විල,POLN
සුනිල් හඳුන්නෙත්ති,POLN
සුනිල් කුමාර ගමගේ,POLN
සුනිල් රාජපක්ෂ,POLN
සුනිල් රත්නසිරි,POLN
සුනිල් වටගල,POLN
සුරංග රත්නායක,POLN
සුසන්ත දොඩාවත්ත,POLN
සුසන්ත කුමාර නවරත්න,POLN
සුසිල් රණසිංහ,POLN
ටී බී සරත්,POLN
ටී.කේ.ජයසුන්දර,POLN
තනුර දිසානායක,POLN
තිලංක යූ.ගමගේ,POLN
තිළිණ සමරකෝන්,POLN
තුරෙයිරාසා රවිකරන්,POLN
තුෂාරි ජයසිංහ,POLN
යූ.පී.අබේවික්‍රම,POLN
උපාලි පන්නිලගේ,POLN
උපාලි සමරසිංහ,POLN
උපුල් කිත්සිරි,POLN
වී.එස්. රාධක්‍රිෂ්ණන්,POLN
විජිත හේරත්,POLN
ඩබ්ලිව්.එච්.එම් ධර්මසේන,POLN
වරුණ ලියනගේ,POLN
වසන්ත පියතිස්ස,POLN
වසන්ත පුෂ්ප කුමාර,POLN
වසන්ත සමරසිංහ,POLN
විජේසිරි බස්නායක,POLN
අජිත් කුමාර මාන්නප්පෙරුම,POLN
ඒ අලගියවන්න ලසන්ත,POLN
ඒ. අරවින්ද් කුමාර්,POLN
ඒ.ඒ. අප්පුහාමිලගේ දොන් සෝමදාස ගුණවර්ධන මුණසිංහ කාරියවසම්,POLN
ඒ.ඒ. රන්ජන් ලියෝ සිල්වෙස්ටර් රාමනායක,POLN
ඒ.ඒ. විජේතුංග,POLN
ඒ.එච්.එම්. අස්වර්,POLN
අබයගුණසේකර අහංගම විතානගේ ඔස්වින් නන්දිමිත්‍ර,POLN
අබයකෝන් දිමුතු බණ්ඩාර,POLN
අබ්දුල් අලි සබ්රි මොහොමඩ් රහීම්,POLN
අබ්දුල් කාදර් ඒ.ආර්.එම්,POLN
අබ්දුල් කෆූර් මොහොමඩ් ෆාලිල්,POLN
අබ්දුල් හලීම්,POLN
අබ්දුල් හමීඩ් මොහොමඩ් ෆවුසි,POLN
අබ්දුල් මජීඩ් අබ්දුල් ලතීෆ්,POLN
අබ්දුල් මජීඩ් මොහොමඩ් ඉස්මයිල්බේ මොහොමඩ්,POLN
අබ්දුල් මජීඩ් මොහොමඩ් නජීබ්,POLN
අබ්දුල් මජීඩ් මොහොමඩලි අහමඩ්,POLN
අබ්දුල් මජීඩ් සෙයිඩ් අහමඩ්,POLN
අබ්දුල් රහ්මාන් අන්ජාන් උම්මා,POLN
අබ්දුල් රහුමාන් ඉෂාක්,POLN
අබ්දුල් රවුෆ් අබ්දුල් හෆීස්,POLN
අබේගුණසේකර එඩ්වින් විල්ෆ්‍රඩ්,POLN
අබේගුණසේකර ජෝර්ජ් හෙක්ටර්,POLN
අබේදීර හැරී,POLN
අබේගුණවර්ධන විජේසේකර දොන් සයිමන්,POLN
අබේගුණවර්ධන හෙන්රි ඩයස්,POLN
අබේගුණසේකර දිල්ෂාඩ් රොහාන් තිස්ස,POLN
අබේකෝන් අබේකෝන් මුදියන්සේලාගේ මහින්ද,POLN
අබේකෝන් රත්නායක මුදියන්සේලාගේ,POLN
අබේරත්න හේරත් බණ්ඩා,POLN
අබේරත්න කපිල්,POLN
අබේරත්න ලොයිඩ් ඔස්කාර්,POLN
අබේසේකර වලිමුණි මෙන්ඩිස් ප්‍රියන්ජිත් හේමන්ත සිසිර කුමාර,POLN
අබේසිංහ ඇලෙක්සැන්ඩර් නිකලස් ද ආබෲ,POLN
අබේසුන්දර ගැමුණු,POLN
අබේසුන්දර සුනිල් සුබසිරි,POLN
අබේවීර සුමිතා ප්‍රියංගේනි,POLN
අබේවික්‍රම ආනන්ද ජයන්ත,POLN
අබේවික්‍රම හෙන්රි,POLN
අබේවික්‍රම කීර්තිලතා ප්‍රේමවතී,POLN
අබේවික්‍රම කීර්තිසේන චන්ද්‍රදාස,POLN
අබේවික්‍රම සයිමන්,POLN
අබේවික්‍රම සුමනදාස,POLN
අභයවර්ධන කුසල විචිත්‍ර,POLN
අභිරහම් සුමන්තිරන් මතියපරණං,POLN
අබූසලි මොහොමඩ් ලෙබ්බේ මරික්කාර්,POLN
අබු බකර් සෙල්ලතුරෙයි සුන්දරමූර්ති මොහොමඩ්,POLN
අබුබකර් අබ්දුල් රසාක් අලිම් මොහොමඩ්,POLN
අචලා ජාගොඩ,POLN
ආච්චිගේ දොන් විතාන ලක්ෂ්මන් වසන්ත පෙරේරා,POLN
ආච්චිගේ පාඨලී චම්පික රණවක,POLN
අදිකාරි අදිකාරි මුදියන්සේලාගේ අප්පුහාමි,POLN
අදිකාරි අදිකාරි මුදියන්සේලාගේ සෝමපාල,POLN
අදිකාරි ජනක් මහේන්ද්‍ර,POLN
ඒන්ස්ලම් පෙරේරා බෝදියබදුගේ ඩිලාන් ප්‍රියංජන්,POLN
අහමදුලෙබ්බේ මොහොමදු නසීර්,POLN
අහම්බරම් තම්බයියා,POLN
අහමඩ් ෆරීත් මීරා ලෙබ්බේ,POLN
අහමඩ් සෙනුලාබ්දීන් නසීර්,POLN
අහමඩ් මොහොමඩ් කාසිම්,POLN
අජිත් කුමාර ගල්බොක්ක හේවගේ,POLN
අජිත් නිවාඩ් කබ්රාල්,POLN
අජිත් රාජපක්ෂ,POLN
අකිල එල්ලාවල,POLN
අකිල විරාජ් කාරියවසම්,POLN
අකුරුගොඩ සේපාල,POLN
අලලාසුන්තරම් ආරුමුගම් මුරුගේසු,POLN
අලහකෝන් උපාලි සෝමසිරි,POLN
අලහප්පෙරුම ඩලස්,POLN
අලවතුවල සෝමවීර විජේසිංහ,POLN
අලවි අහමඩ් හසන් මොහොමඩ්,POLN
ඇල්කොක් නෝමන් චාල්ස්,POLN
ඇලෙගකෝන් වර්ස්පිල්ලෙයි ඇල්බට්,POLN
අලි සහීර් මවුලානා සේයාද්,POLN
අලුත්ගමගේ ආනන්ද අලුත්ගමගේ,POLN
අලුත්ගමගේ මහින්දානන්ද,POLN
අලුත්ගමගේ මීතලාවේ සයිමන්,POLN
අලුවිහාරේ රංජිත්,POLN
අලුවිහාරේ වසන්ත,POLN
අලුවිහාරේ උඩවලව්වේ බර්නාඩ් හර්බට්,POLN
අලුවිහාරේ වනිගසේකර බණ්ඩාරනායක වාසල මුදියන්සේ රාළහාමිලගේ ඇලික්,POLN
අමර ධර්මවිජය විජයසේකර දහනායක,POLN
අමරකීර්ති අතුකෝරල,POLN
අමරකීර්ති දයාවතී විමලසුන්දර,POLN
අමරසිරි ගාර්දියේ හේවාවසම් දොඩංගොඩගේ,POLN
අමරසිරි මාතරගේ සිරිසේන,POLN
අමරසිරි මාතරගේ උපාලි සරත් ඩන්ස්ටන්,POLN
අමරසූරිය හෙන්රි වුඩ්වර්ඩ්,POLN
අමරසූරිය තෝමස්,POLN
අමරතුංග ජෝන් ඇන්තනි එමානුවෙල්,POLN
අමරතුංග ජෝන් එඩ්මන්ඩ්,POLN
අමරවීර මහින්ද,POLN
අඹතැන්න දේවාලගේ ප්‍රේමදාස ය,POLN
අමීර් අලි සෙයිඩ් මොහොමඩ් ෂිහාබ්දීන්,POLN
අමිර්තලිංගම් අප්පාපිල්ලේ,POLN
අමිත් මොහොමඩ් හසීම්,POLN
අමිත් තේනුක විදානගමගේ,POLN
අමුණුගම දිලුම් සුරාජ් බණ්ඩාර,POLN
අනන්තම් සීමාන්පිල්ලේ මුදලියාර්,POLN
අංගජන් රාමනාදන්,POLN
අන්නමලෙයි නඩේසු සිවශක්ති,POLN
අන්නමලේ වේලූ,POLN
අනෝමා ගමගේ,POLN
අන්තින්න මරක්කලගේ ලීල් චාමික බුද්දදාස,POLN
ඇන්ටන් දයාශ්‍රිත තිසේරා,POLN
ඇන්ටනි නිමල් ලාන්සා,POLN
ඇන්ටනි වික්ටර් පෙරේරා බියන්විලගේ,POLN
අනුප පියුම් පැස්කුවල්,POLN
අනුර කුමාර දිසානායක,POLN
අනුර ප්‍රියදර්ශන යාපා,POLN
අනුර සිඩ්නි ජයරත්න,POLN
අනුරුද්ධ රණසිංහ ආරච්චිගේ රොෂාන්,POLN
අප්පාතුරෙයි විනයාගමූර්ති,POLN
අප්පුහාමිලගේ රෝහණ පුෂ්පකුමාර,POLN
අප්පුහාමි රත්නායක මුදියන්සේලාගේ,POLN
ආරච්චිගේ චමින්ද ජානක තිසාකුට්ටි,POLN
ආරච්චිගේ ගනේපොල දුලිප් පණ්ඩුල පෙරේරා විජේසේකර,POLN
ආරච්චිගේ ජගත් බාලසූරිය,POLN
ආරච්චිගේ මුතුහෙට්ටි නිමල් සෙනරත් විජේසිංහ,POLN
ආරච්චිගේ සරත් කුමාර ගුණරත්න,POLN
අරඹේවල දොන් සුගතදාස ද සිල්වා,POLN
ආරියදාස දිසානායක මුදියන්සේලාගේ,POLN
ආරියදාස වැලිගම පොල්වත්ත ගලප්පත්තිගේ,POLN
ආරියනේත්තිරන් පාක්කියසෙල්වම්,POLN
ආරියරත්න දිසානායක මුදියන්සේලාගේ,POLN
ආරියතිලක පියදිගමගේ ගාමිණී,POLN
ආරියවංශ චන්ද්‍රසිරි සූරියආරච්චි,POLN
අර්ජුන රණතුංග,POLN
අරුලම්පලම් චින්නයියා,POLN
අරුමදුර ලෝරන්ස් රොමේල් දුමින්ද සිල්වා,POLN
ආරුමුග තොණ්ඩමන්,POLN
ආරුමුගම් කන්දයියා ප්‍රේමචන්ද්‍රන්,POLN
අරුන්දික ප්‍රනාන්දු,POLN
අසංක නවරත්න,POLN
අසෙන්කුදූස් සෙයිනුදින් මරික්කාර්,POLN
අශෝක් අබේසිංහ,POLN
අශෝක ප්‍රියන්ත,POLN
අෂ්රොෆ් මොහොමඩ් හුසේන් මොහොමඩ්,POLN
අස්ලාම් මොහොමඩ් සලීම් මොහොමඩ්,POLN
අතපත්තු දොන් පීටර්,POLN
අතපත්තු රංජිත් කනිස්ක පරාක්‍රම,POLN
අතාවුල්ලා අහමඩ් ලෙබ්බේ මරික්කාර්,POLN
අතාවුද සෙනෙවිරත්න,POLN
අතුකෝරලලාගේ පැලවත්තේ කපිල නුවන් අතුකෝරල,POLN
ඇතුලත්මුදලි දොන් ඩැනියෙල්,POLN
ඇතුලත්මුදලි ලලිත් විලියම්,POLN
ඇතුලත්මුදලි ශ්‍රීමනී අනෝමා,POLN
අතුරලියේ රතන හිමි,POLN
අත්තනායක අත්තනායක මුදියන්සේලාගේ රම්බණ්ඩා,POLN
ආටිගල අතුල කුලරත්න,POLN
ආටිගල සිරිල් ඉයුජින්,POLN
ආටිගල ධනපාල පියදාස,POLN
ආටිගල ධර්මසේන,POLN
අතුකෝරළ ගාමිණී,POLN
අසීස් අබ්දුල්,POLN
බක්මීවැව නිහාල් යසේන්ද්‍ර,POLN
බාලචන්ද්‍රන් වයිතිලිංගම්,POLN
බලල්ලේ තිස්ස රෙජිනෝල්ඩ්,POLN
බාලසුන්දරම් මුරුගේසු,POLN
බාලසූරිය බාලසූරිය ආරච්චිගේ පුංචි බණ්ඩා,POLN
බඹරපනේ මුතු බණ්ඩා,POLN
බණ්ඩා මොහොට්ටාලගේ ඩිංගිරි,POLN
බණ්ඩාර දිසානායක මුදියන්සේලාගේ තිලකරත්න,POLN
බණ්ඩාර කුලතුංග දිසානායක මුදියන්සේලාගේ චන්ද්‍රසෝම,POLN
බණ්ඩාර රත්නායක මුදියන්සේලාගේ,POLN
බණ්ඩාරනායක අනුර ප්‍රියදර්ශී සොලමන් ඩයස්,POLN
බණ්ඩාරනායක ෆීලික්ස් රෙජිනෝල්ඩ් ඩයස්,POLN
බණ්ඩාරනායක සිරිමා රත්වත්තේ ඩයස්,POLN
බණ්ඩාරනායක සොලමන් වෙස්ට් රිජ්වේ ඩයස්,POLN
බණ්ඩාරනායක බණ්ඩාරනායක මුදියන්සේලාගේ පුංචි බණ්ඩා,POLN
බණ්ඩාරනායක දිසානායක මුදියන්සේලාගේ,POLN
බණ්ඩාරනායක රත්නසේකර රාළහාමිලාගේ ඩයස්,POLN
බණ්ඩාරනායක සැමුවෙල් ඩයස්,POLN
බන්දුල ගුණවර්ධනය,POLN
බන්දුල ලාල් බණ්ඩාරිගොඩ,POLN
බර්නාඩීන් රෝස් සේනානායක,POLN
බෂීර් අමීර් අසීස්,POLN
බෂීර් සේගු දාවුඩ්,POLN
බැසිල් රෝහණ රාජපක්ෂ,POLN
බාස්කරන් තුරෙයිරාජා,POLN
බාස්කරන් උමාපතිසිවම්,POLN
බස්නායක මුදියන්සේලාගේ දිල්හාන් තාරානාත් බස්නායක,POLN
බස්නායක යසරත්නලාගේ ගුණපාල රත්නසේකර,POLN
බස්නායක බන්දුල,POLN
බස්නායක බස්නායක අප්පුහාමිලාගේ ඒබ්‍රහම් තිසේරා,POLN
බැස්ටියන් අනුර,POLN
බටුවන්තුඩාවේ චාල්ස්,POLN
බටුවන්තුඩාවේ උපාලි,POLN
බෞද්ධසාර පුස්සේවෙල ලියනගේ,POLN
බෙලිගම්මන රත්නායක මුදියන්සේලාගේ චන්ද්‍රසේන රත්නායක,POLN
කළු ක්ලෙමන්ට් ජොන්ස්ටන්,POLN
බෝපාගොඩ හෙට්ටිආරච්චිගේ විජේපාල,POLN
බ්‍රෝහියර් එරික් ස්ටැන්ලි,POLN
බුද්ධික පතිරණ,POLN
බුහාර්දීන් එන්.එම්.,POLN
බුලන්කුලමේ පුංචි බණ්ඩා,POLN
බුවනසුන්තරරාජා ත්‍යාගරාසා,POLN
කාදර් ඊබ්‍රාහිම් අදහාම් අබ්දුල්,POLN
කනගරත්නම් මයිල්වාගනම්,POLN
කනගරත්නම් සින්නකුට්ටි ඔඩයාර්,POLN
කනගසබාපති විශ්වලිංගම් වික්නේෂ්වරන්,POLN
Carron Thomas Vernon Koertsz,POLN
කැරී මොරිස් ජෝන්,POLN
කැසිනේඩර් ගුණරාසා කුමාරයා,POLN
චක්‍රවර්ති පණ්ඩුකාභය ඩයස් බණ්ඩාරනායක,POLN
චමල් රාජපක්ෂ,POLN
චන්දිම වීරක්කොඩි,POLN
චන්ද්‍ර නේරු ආරියනායගම්,POLN
චන්ද්‍රජිත් ආශුබෝධ මාරසිංහ,POLN
චන්ද්‍රකුමාර් මුරුගේසු,POLN
චන්ද්‍රනේරු චන්ද්‍රකාන්තන්,POLN
චන්ද්‍රපාල දෙබහේපුවේ මුදියන්සේලාගේ,POLN
චන්ද්‍රසේකර හේරත් හිටිහාමි කෝරළගේ සමන්සිරි,POLN
චන්ද්‍රසේකර රෝහිත බණ්ඩාර බෝගොල්ලාගම,POLN
චන්ද්‍රසිරි දම්පහලගේ දොන් සෝමවීර,POLN
චන්ද්‍රසිරි සෝමවීර,POLN
චන්න සුදත් ජයසුමන,POLN
චතුර සංදීප සේනාරත්න නම්බුකාර හැලඹගේ,POLN
චෙල්වනායගම් සැමුවෙල් ජේම්ස් වේළුපිල්ලේ,POLN
චින්තක අමල් මායාදුන්න,POLN
චොක්සි කයිර්ෂාස්ප් නාරිමන්,POLN
චූල බණ්ඩාර රත්නායක මුදියන්සේලාගේ රංජිත්,POLN
කොල්ලුරේ ඩැරල් චන්ද්‍ර රාජා,POLN
කූම්බේ රොබට් ගෝර්ටන්,POLN
කුරේ බුලත්සිංහලගේ සිරිසේන,POLN
කුරේ එඩ්වඩ් ඒබ්‍රහම්,POLN
කුරේ මාන්නමරක්කලගේ මර්වින් ජෝශප්,POLN
කුරේ නාවලගේ බෙනට්,POLN
කුරේ පේස්ටරුවැලියනරැල්ලගේ ඇන්ඩෘ,POLN
කොරියා ජෝර්ජ් ක්ලෝඩ් ස්ටැන්ලි,POLN
කොරයා හරින්ද්‍ර ජයන්ති,POLN
කොරයා ශ්‍රීකුමාරදාස චාල්ස් ෂර්ලි,POLN
සිරිල් පටබැඳි මද්දුම බදුගේ,POLN
ඩී වීරසිංහ,POLN
ඩී.බී. හේරත්,POLN
ඩී.එම්. ස්වාමිනාදන්,POLN
දහනායක විජයානන්ද,POLN
දහනායක විජේසේකර සුමනපාල,POLN
